"","ID","C_QuestionNum","C_Environment","C_Condition","C_Cycle","C_Trial","C_Question","C_Answer","C_AssignedWait","C_Response","C_QPresent","C_StartRT","C_WaitStart","C_WaitTime","C_TrialLength","C_CycleLength","C_Jitter","C_AverageWait","MC_Correct","Curiosity","CurSD","CurZ","Observed","UD_NWait","UD_NWaitZ","HT_NWait","HT_NWaitZ"
"11",3,816,0,1,1,12,"Where is Jacques Plante's name misspelled five of the six times it appears? ","The Stanley Cup ",6.078,"W",213.786,7.613,8.142,6.09,18.233,615.7418702,2.669581941,8.615612903,0,53.0731707317073,31.74459815772,-1.10565275865432,0,48,0.549610182797086,33,0.401989335183312
"12",3,670,0,1,1,13,"What spice is named for the capital of French Guiana? ","Cayenne pepper ",13.801,"W",234.725,3.569,4.104,13.815,21.92,615.7418702,1.434353458,8.615612903,1,53.390243902439,29.854545758377,-1.0628005036037,0,48,0.549610182797086,33,0.401989335183312
"13",3,821,0,1,1,15,"Where would you find the countries of Qumar and Equatorial Kundu? ","On TV's The West Wing ",19.344,"S",269.431,2.952,3.487,6.426,10.429,615.7418702,3.865454987,8.615612903,NA,56.7352941176471,30.7120633919257,-0.610718907899977,1,48,0.549610182797086,33,0.401989335183312
"14",3,893,0,1,1,16,"Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ","The Discovery",10.093,"W",283.763,5.804,6.34,10.111,20.451,615.7418702,3.568618503,8.615612903,1,51.4883720930233,30.9587837316643,-1.31983737513272,0,48,0.549610182797086,33,0.401989335183312
"15",3,275,0,1,1,17,"The SS Faith, a ship built by Leslie Comyn, was made of what unique material?","Cement",18.132,"W",307.806,5.025,5.556,18.153,27.711,615.7418702,2.85189351,8.615612903,1,62.3333333333333,30.6774459669789,0.145852843977891,0,48,0.549610182797086,33,0.401989335183312
"16",3,917,0,1,1,19,"Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ","Holy Roman Emperor Henry IV ",3.249,"W",349.619,3.556,4.088,3.27,11.359,615.7418702,1.513479428,8.615612903,0,61.5510204081633,32.5288725753047,0.0401237060586576,0,48,0.549610182797086,33,0.401989335183312
"17",3,811,0,1,1,20,"Where did the abbreviation ""INRI"" traditionally appear? ","On Christ's crucifix ",11.288,"W",362.533,2.818,3.354,11.295,18.65,615.7418702,1.315931498,8.615612903,1,54.3023255813954,34.9029504031372,-0.939533193905305,0,48,0.549610182797086,33,0.401989335183312
"18",3,432,0,1,1,21,"What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ","Geyser",11.288,"W",382.538,6.557,7.091,11.297,22.389,615.7418702,1.810198717,8.615612903,1,52.3513513513514,32.4056032673845,-1.20320622909179,0,48,0.549610182797086,33,0.401989335183312
"19",3,992,0,1,1,22,"Whose remains were thrown in the Seine River on May 30, 1431? ","Joan of Arc's ",17.224,"W",406.765,5.442,5.973,17.236,27.21,615.7418702,2.797860609,8.615612903,1,58.7647058823529,33.8795444097432,-0.336445085415364,0,48,0.549610182797086,33,0.401989335183312
"20",3,484,0,1,1,23,"What instrument was invented to sound like a human singing? ","Violin",7.087,"W",436.815,3.656,4.188,7.108,15.297,615.7418702,2.728930526,8.615612903,1,71.0930232558139,29.8964992006059,1.32971985441034,0,48,0.549610182797086,33,0.401989335183312
"21",3,812,0,1,1,24,"Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ","Mars",4.636,"S",454.868,3.811,4.338,1.721,6.575,615.7418702,3.228499133,8.615612903,NA,51.2894736842105,32.7173876366919,-1.34671837967795,1,48,0.549610182797086,33,0.401989335183312
"22",3,342,0,1,1,26,"What athlete acted in the movie Old Yeller? ","Chuck Connors",17.081,"S",475.875,3.068,3.603,3.113,7.225,615.7418702,1.61189877,8.615612903,NA,50.4,33.6064367732224,-1.46693023200416,1,48,0.549610182797086,33,0.401989335183312
"23",3,739,0,1,1,27,"What was the first song ever performed in outer space? ","Happy Birthday",11.016,"W",484.751,3.48,4.004,11.029,19.034,615.7418702,3.306951287,8.615612903,1,74.7948717948718,28.4384649515216,1.83002253655907,0,48,0.549610182797086,33,0.401989335183312
"24",3,115,0,1,1,28,"In 1893, who became the first woman ever to appear on a U.S. postage stamp?","Queen Isabella I ",8.232,"W",507.126,3.049,3.587,8.243,15.831,615.7418702,1.613883268,8.615612903,0,65.2413793103448,28.8662620327579,0.538873570450113,0,48,0.549610182797086,33,0.401989335183312
"25",3,72,0,1,1,29,"Each year, approximately 125 people die of what? ","Choking on food",16.725,"W",524.612,2.667,3.203,16.736,23.94,615.7418702,1.173698684,8.615612903,1,76.975,28.2393501595893,2.12466559851733,0,48,0.549610182797086,33,0.401989335183312
"26",3,784,0,1,1,30,"What's the more common name for the retinal scotoma caused by the optic nerve? ","Your blind spot",4.087,"W",549.756,5.283,5.806,4.105,13.912,615.7418702,2.014414061,8.615612903,1,59.3428571428571,29.6885230916148,-0.258308278016017,0,48,0.549610182797086,33,0.401989335183312
"27",3,819,0,1,1,32,"Where is the only royal palace in the United States? ","Hawaii",6.875,"W",574.283,2.948,3.47,6.891,14.362,615.7418702,2.167575021,8.615612903,1,75.2708333333333,22.8991680452177,1.89434846231738,0,48,0.549610182797086,33,0.401989335183312
"28",3,113,0,1,1,33,"In 1802, John Beckley became the librarian of what collection containing 740 books at the time?","Library of Congress",12.824,"W",590.851,7.524,8.059,12.83,24.89,615.7418702,3.608256178,8.615612903,1,59.2558139534884,32.1877624063318,-0.270072114554565,0,48,0.549610182797086,33,0.401989335183312
"29",3,431,1,1,2,35,"What English dynasty collapsed in the Wars of the Roses?  ","The Plantagenets",18.11,"W",7.297,3.262,3.787,18.12,25.908,603.7362255,2.935599671,11.44792308,0,51,32.8879772503425,-1.38584058013914,0,48,0.549610182797086,33,0.401989335183312
"30",3,465,1,1,2,37,"What grapefruit-sized object has been reckoned to be the largest single cell on earth? ","An ostrich egg yolk ",31.764,"W",47.324,5.843,6.374,31.785,42.16,603.7362255,3.492517522,11.44792308,1,74.3023255813954,24.9242040363149,1.76345520159535,0,48,0.549610182797086,33,0.401989335183312
"31",3,114,1,1,2,38,"In 1849, Walter Hunt received a patent for turning a single piece of wire into what?","A paper clip",13.002,"W",93.008,4.673,5.206,13.015,22.223,603.7362255,1.378323629,11.44792308,1,65.6486486486486,34.0899270037811,0.593915785214034,0,48,0.549610182797086,33,0.401989335183312
"32",3,498,1,1,2,39,"What is an osier?","A willow twig ",2.802,"W",116.65,1.717,2.253,2.82,9.074,603.7362255,1.846645019,11.44792308,0,58.2439024390244,31.4426306849513,-0.406831368598049,0,48,0.549610182797086,33,0.401989335183312
"33",3,480,1,1,2,41,"What imports from a Baja California beach made Gary Drahl a millionaire in late 1975?","Pet Rocks",1.064,"W",139.759,3.104,3.637,1.085,8.723,603.7362255,2.224635181,11.44792308,1,62.4,31.7245800538295,0.154862805296231,0,48,0.549610182797086,33,0.401989335183312
"34",3,160,1,1,2,42,"In what nation did the woven-yarn craft of ""God's eyes"" originate? ","Mexico ",2.246,"W",150.739,4.797,5.323,2.268,11.592,603.7362255,1.567547528,11.44792308,0,55.9268292682927,34.730671058808,-0.719982463198734,0,48,0.549610182797086,33,0.401989335183312
"35",3,18,1,1,2,43,"About half of the population of what Pacific island has the surname Christian?","Pitcairn Island",7.15,"W",163.936,4.839,5.373,7.157,16.532,603.7362255,1.119744691,11.44792308,0,63.4318181818182,31.3490459980751,0.29431243388229,0,48,0.549610182797086,33,0.401989335183312
"36",3,979,1,1,2,44,"Who's the only character in ""Peter and the Wolf"" represented by a brass instrument?","The wolf (french horn)",39.289,"W",181.622,5.193,5.723,39.31,49.035,603.7362255,3.511480716,11.44792308,1,54.475,35.4993589685714,-0.916196346420902,0,48,0.549610182797086,33,0.401989335183312
"37",3,428,1,1,2,46,"What element must be burned out of pig iron to make steel? ","Carbon",2.16,"W",247.029,5.131,5.655,2.169,11.825,603.7362255,3.311317448,11.44792308,1,60.6222222222222,23.7288555530726,-0.0854028298593855,0,48,0.549610182797086,33,0.401989335183312
"38",3,853,1,1,2,47,"Which Constitutional Amendment deals with income tax? ","Sixteenth",30.847,"W",262.195,3.381,3.904,30.867,38.773,603.7362255,2.111157402,11.44792308,1,60.1590909090909,35.0726443335783,-0.14799475810873,0,48,0.549610182797086,33,0.401989335183312
"39",3,75,1,1,2,48,"Europe's only free-range monkeys are the Barbary apes, which live where?","Gibralter",8.359,"S",303.106,6.237,6.774,2.096,9.378,603.7362255,1.224934173,11.44792308,NA,60.2820512820513,33.8346977913041,-0.13137673504781,1,48,0.549610182797086,33,0.401989335183312
"40",3,79,1,1,2,49,"For his tenacity, 19th century biologist Thomas Huxley was nicknamed whose ""bulldog""?","Darwin's",12.318,"S",313.735,8.017,8.542,5.635,14.684,603.7362255,3.155019933,11.44792308,NA,52.025641025641,33.5806077963608,-1.24722579062629,1,48,0.549610182797086,33,0.401989335183312
"41",3,718,1,1,2,50,"What was developed thanks to Christian Hulsmeyer's 1904 invention of the telemobiloscope?  ","Radar",4.044,"W",331.604,4.323,4.856,4.054,12.911,603.7362255,3.244209889,11.44792308,1,55.4222222222222,30.1349154854154,-0.788179812689554,0,48,0.549610182797086,33,0.401989335183312
"42",3,931,1,1,2,52,"Who is pictured on a US Purple Heart medal? ","George Washington",25.46,"W",362.555,2.957,3.488,25.478,32.966,603.7362255,2.583958067,11.44792308,1,65.3777777777778,31.3588387488562,0.557307744181886,0,48,0.549610182797086,33,0.401989335183312
"43",3,829,1,1,2,53,"Which animal has tubular shaped eyeballs, which therefore cannot move?  ","Owl",3.354,"W",398.127,4.008,4.539,3.37,11.909,603.7362255,2.14554822,11.44792308,1,66.8684210526316,30.1556064014562,0.758767317869933,0,48,0.549610182797086,33,0.401989335183312
"44",3,88,1,1,2,55,"Harry Truman was the first U.S. president of what religious persuasion? ","Southern Baptist",1.666,"W",419.201,2.998,3.521,1.685,9.207,603.7362255,2.933205655,11.44792308,1,61.3809523809524,32.6727695832719,0.0171391108588197,0,48,0.549610182797086,33,0.401989335183312
"45",3,292,1,1,2,56,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?","Thomas Hardy",18.472,"W",431.381,5.45,5.973,18.488,28.462,603.7362255,2.320681546,11.44792308,0,68,33.8437586565086,0.911699556036414,0,48,0.549610182797086,33,0.401989335183312
"46",3,9,1,1,2,57,"White Christmas playing on Armed Forces Radio was the secret signal for what event on April 30, 1975?","The evacuation of Saigon",79.781,"W",462.199,5.944,6.473,79.787,90.262,603.7362255,1.732210111,11.44792308,1,69.7021276595745,30.9086416040795,1.14174112161094,0,48,0.549610182797086,33,0.401989335183312
"47",3,981,1,1,2,60,"Who's the only U.S. president whose three initials spell a word? ","James A. Garfield",2.153,"W",574.623,4.184,4.721,2.169,10.891,603.7362255,2.694078585,11.44792308,0,76.1395348837209,28.9281387113365,2.01175297280993,0,48,0.549610182797086,33,0.401989335183312
"48",3,698,1,1,2,61,"What element is combined with oxygen to make up the mineral quartz?","Silicon",3.889,"S",588.238,3.394,3.921,2.985,7.426,603.7362255,2.489425386,11.44792308,NA,53.1794871794872,31.8349954699573,-1.09128415242432,1,48,0.549610182797086,33,0.401989335183312
"49",3,335,0,1,3,63,"What are you trying to remember if you use the mnemonic ""HOMES""?  ","The names of the Great Lakes ",17.329,"S",0.026,4.99,5.523,1.948,7.993,603.1443055,3.646342174,8.473241379,NA,54,34.6823422632449,-0.980392320814043,1,48,0.549610182797086,33,0.401989335183312
"50",3,824,0,1,3,64,"Which accidentally invented household items were first marketed as ""friction lights""? ","Matches",9.859,"W",11.688,5.936,6.474,9.878,20.353,603.1443055,1.308123832,8.473241379,1,60.0877192982456,33.6883196702583,-0.157640589902881,0,48,0.549610182797086,33,0.401989335183312
"51",3,220,0,1,3,65,"Songbird is a book about what jazz singer's remarkable posthumous career? ","Eva Cassidy ",11.77,"S",33.378,4.781,5.306,5.9,11.714,603.1443055,3.846834688,8.473241379,NA,55.2702702702703,32.2090814045499,-0.808716030829537,1,48,0.549610182797086,33,0.401989335183312
"52",3,620,0,1,3,66,"What pet bird takes its name from Australian Aborigine words for ""good eating""?","The budgerigar",8.278,"W",48.979,4.053,4.589,8.292,16.882,603.1443055,3.475358317,8.473241379,0,66.0444444444445,29.7848005438066,0.647407357365245,0,48,0.549610182797086,33,0.401989335183312
"53",3,768,0,1,3,68,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?","The old-fashioned",19.595,"S",78.278,6.01,6.54,1.437,8.493,603.1443055,1.96668411,8.473241379,NA,51.8292682926829,34.2752844182396,-1.27376545154521,1,48,0.549610182797086,33,0.401989335183312
"54",3,581,0,1,3,69,"What Manhattan intersection was America's first traffic circle?","Columbus Circle ",17.846,"W",88.773,3.643,4.171,17.853,26.025,603.1443055,2.188544554,8.473241379,1,56.5555555555556,29.3502017613907,-0.635010470277842,0,48,0.549610182797086,33,0.401989335183312
"55",3,389,0,1,3,71,"What common aquarium fish is named for the naturalist who discovered it in Trinidad in 1876? ","The guppy",8.168,"W",127.016,3.544,4.07,8.176,16.248,603.1443055,2.489656028,8.473241379,1,52.953488372093,33.9207433995722,-1.1218277601135,0,48,0.549610182797086,33,0.401989335183312
"56",3,284,0,1,3,72,"The word serendipity comes from Serendip, the Persian name for what island? ","Sri Lanka",13.939,"S",145.786,4.342,4.873,2.51,7.893,603.1443055,3.299087507,8.473241379,NA,61.1428571428571,31.5336223415435,-0.015039322420958,1,48,0.549610182797086,33,0.401989335183312
"57",3,574,0,1,3,73,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?","Jamaica Bay",11.206,"W",157.015,8.097,8.626,11.213,23.84,603.1443055,1.625381721,8.473241379,0,53.6279069767442,30.6221389379318,-1.0306804770094,0,48,0.549610182797086,33,0.401989335183312
"58",3,571,0,1,3,75,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ","A wiki",4.633,"W",191.02,2.78,3.303,4.655,11.959,603.1443055,1.997517875,8.473241379,1,60.9230769230769,31.5772941537567,-0.0447424916022819,0,48,0.549610182797086,33,0.401989335183312
"59",3,69,0,1,3,76,"During which war was ""The African Queen"" set?","World War I",6.102,"W",205.002,3.038,3.57,6.124,13.695,603.1443055,2.749879933,8.473241379,1,50.1944444444444,32.1174802822784,-1.49471094606903,0,48,0.549610182797086,33,0.401989335183312
"60",3,744,0,1,3,77,"What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?","Cadabra.com ",15.938,"W",221.487,9.433,9.96,15.951,29.913,603.1443055,2.195701697,8.473241379,1,71.1891891891892,30.4218834228092,1.34271662450814,0,48,0.549610182797086,33,0.401989335183312
"61",3,858,0,1,3,78,"Which country invented volleyball?   ","USA",1.872,"W",253.638,1.249,1.785,1.886,7.672,603.1443055,2.6957059,8.473241379,1,61.3333333333333,31.1974470390509,0.0107034242028586,0,48,0.549610182797086,33,0.401989335183312
"62",3,216,0,1,3,79,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ","Bed ",11.206,"W",264.05,6.95,7.475,11.212,22.688,603.1443055,1.392479007,8.473241379,1,61.8064516129032,34.5942378196511,0.0746450851716926,0,48,0.549610182797086,33,0.401989335183312
"63",3,158,0,1,3,80,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ","Stratosphere",6.152,"W",288.16,5.6,6.124,6.173,16.298,603.1443055,2.526599976,8.473241379,1,57.8684210526316,28.7873574471659,-0.457577460105361,0,48,0.549610182797086,33,0.401989335183312
"64",3,595,0,1,3,82,"What name is given to an eagle's nest?   ","Aerie",6.331,"W",321.464,4.458,4.988,6.341,15.33,603.1443055,1.117297318,8.473241379,1,69.2083333333333,26.3244553667234,1.07500510493124,0,48,0.549610182797086,33,0.401989335183312
"65",3,871,0,1,3,83,"What is the only cat that cannot retract its claws? ","Cheetah",12.492,"W",337.948,3.403,3.937,12.514,20.452,603.1443055,2.260687265,8.473241379,1,70.3478260869565,30.4559553682249,1.22900688942127,0,48,0.549610182797086,33,0.401989335183312
"66",3,190,0,1,3,84,"Of all the countries named for a person, which country is named for the person who lived most recently?","Bolivia",19.937,"W",360.689,5.047,5.574,19.955,29.53,603.1443055,3.652394124,8.473241379,1,70.3255813953488,30.473033301306,1.22600053225742,0,48,0.549610182797086,33,0.401989335183312
"67",3,492,0,1,3,85,"What is a female donkey called?","A jenny ",5.543,"W",393.91,1.49,2.019,5.557,11.576,603.1443055,3.616557999,8.473241379,1,73.6764705882353,25.9027558943706,1.67887126240645,0,48,0.549610182797086,33,0.401989335183312
"68",3,834,0,1,3,86,"Which animal's poison could kill up to 2,200 people? ","Poison-arrow frog",18.387,"W",409.143,2.777,3.304,18.404,25.709,603.1443055,1.136602912,8.473241379,1,75,28.1670838992008,1.85774549446164,0,48,0.549610182797086,33,0.401989335183312
"69",3,558,0,1,3,87,"What Jack Nicholson comedy was translated as ""Mr. Cat Poop"" in Cantonese when it was released in China?","As Good As It Gets ",8.961,"W",436.023,3.536,4.071,8.976,17.048,603.1443055,1.365562647,8.473241379,0,60.8974358974359,35.1573866400451,-0.0482078613400998,0,48,0.549610182797086,33,0.401989335183312
"70",3,728,0,1,3,88,"What was the 11th-century Spanish military leader Rodrigo Diaz de Vivar better known as?  ","El Cid ",13.334,"S",454.477,4.371,4.905,1.274,6.691,603.1443055,1.320012053,8.473241379,NA,56.7368421052632,34.6797582604237,-0.610509698271842,1,48,0.549610182797086,33,0.401989335183312
"71",3,409,0,1,3,89,"What did Coleco name its 1983 home computer in the hope that it would take a bite out of Apple's sales?","Adam",5.982,"W",462.519,5.521,6.057,5.991,16.048,603.1443055,2.706931419,8.473241379,1,68.3333333333333,26.6372805565274,0.956749362628087,0,48,0.549610182797086,33,0.401989335183312
"72",3,433,0,1,3,90,"What EU nation was once led by a president and a prime minister who were identical twins? ","Poland",3.427,"W",481.307,4.229,4.755,3.438,12.194,603.1443055,2.896444384,8.473241379,1,65.953488372093,30.8081262381118,0.635114696961926,0,48,0.549610182797086,33,0.401989335183312
"73",3,664,0,1,3,92,"What snack food is an ingredient in the explosive dynamite?  ","Peanuts ",17.883,"W",501.512,3.04,3.571,17.903,25.475,603.1443055,1.795638242,8.473241379,1,71.5555555555556,34.1324662531914,1.39223082634765,0,48,0.549610182797086,33,0.401989335183312
"74",3,719,0,1,3,93,"What was first made by suspending paraffin in a solution of water and antifreeze? ","Lava lamp ",4.369,"W",528.825,3.863,4.388,4.388,12.778,603.1443055,2.281677046,8.473241379,1,59.6521739130435,32.3413855205881,-0.216504295998638,0,48,0.549610182797086,33,0.401989335183312
"75",3,253,0,1,3,94,"The first suburban shopping center in the U.S. was established in what city?","Kansas City ",15.697,"S",543.925,3.291,3.821,2.43,6.758,603.1443055,1.851371792,8.473241379,NA,62.3846153846154,31.2364626548891,0.152783583453541,1,48,0.549610182797086,33,0.401989335183312
"76",3,332,0,1,3,95,"What are the bumps on the tongue that carry the taste buds called? ","Papillae",18.149,"W",552.568,2.352,2.886,18.171,25.058,603.1443055,1.331715647,8.473241379,1,62.7826086956522,31.7986114605851,0.206572148514508,0,48,0.549610182797086,33,0.401989335183312
"77",3,17,0,1,3,96,"A two-million gallon tank of what substance exploded in Boston in 1919, resulting in 21 deaths?","Molasses",7.166,"W",578.997,4.45,4.989,7.174,16.163,603.1443055,2.342553992,8.473241379,1,70.8913043478261,31.8484105731926,1.30245766103814,0,48,0.549610182797086,33,0.401989335183312
"78",3,810,1,1,4,99,"Where did Bob Dylan first play in public? ","Gaslight Café, Greenwich Village",16.988,"W",11.101,2.443,2.969,17.036,24.006,600.3843079,1.331428745,9.629870968,1,55.5348837209302,33.2568280402037,-0.772953676508183,0,48,0.549610182797086,33,0.401989335183312
"79",3,942,1,1,4,100,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ","Eddie Van Halen",7.125,"W",36.479,2.832,3.37,7.142,14.512,600.3843079,1.026692811,9.629870968,1,53.906976744186,30.7848246114313,-0.99296435986289,0,48,0.549610182797086,33,0.401989335183312
"80",3,110,1,1,4,101,"In 1568 the Catholic Church sentenced the entire population of which nation to death as heretics?","The Netherlands",56.539,"W",52.047,3.537,4.07,56.546,64.618,600.3843079,2.130321979,9.629870968,1,64.8979591836735,34.467523904128,0.49246053959142,0,48,0.549610182797086,33,0.401989335183312
"81",3,87,1,1,4,103,"Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?","Genetics",2.618,"S",129.448,4.335,4.872,1.823,7.208,600.3843079,2.519627763,9.629870968,NA,51.219512195122,33.7879506593119,-1.35617363433486,1,48,0.549610182797086,33,0.401989335183312
"82",3,185,1,1,4,104,"Mohammed Khatami is both a former national librarian and a former president of what nation?","Iran",14.729,"S",139.209,3.223,3.754,3.557,7.826,600.3843079,2.529382231,9.629870968,NA,50.1851851851852,34.9970748503109,-1.49596232958546,1,48,0.549610182797086,33,0.401989335183312
"83",3,436,1,1,4,105,"What event was won by the same team the first twenty-five times it was held, from 1851 to 1983?  ","The America's Cup ",19.924,"W",149.603,3.964,4.489,19.938,28.427,600.3843079,3.699177416,9.629870968,1,65.7619047619048,30.0704940251659,0.609222283206584,0,48,0.549610182797086,33,0.401989335183312
"84",3,661,1,1,4,107,"What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ","Nutmeg",2.496,"W",195.505,2.751,3.286,2.504,9.791,600.3843079,1.780854485,9.629870968,1,60.2647058823529,34.1505657467042,-0.133720955752815,0,48,0.549610182797086,33,0.401989335183312
"85",3,954,1,1,4,108,"Who was banned from Saturday Night Live by viewer phone vote in 1982? ","Andy Kaufman",36.539,"W",207.117,4.043,4.572,36.557,45.13,600.3843079,3.670714673,9.629870968,0,74.1363636363636,29.9430396532925,1.74102554101956,0,48,0.549610182797086,33,0.401989335183312
"86",3,747,1,1,4,111,"What was the name of the American actress who was first to appear on a postage stamp?  ","Grace Kelly ",19.057,"W",274.491,3.109,3.638,19.071,26.71,600.3843079,2.619264292,9.629870968,0,60.5581395348837,32.6775751895054,-0.0940635678708084,0,48,0.549610182797086,33,0.401989335183312
"87",3,403,1,1,4,113,"What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ","Prussian Blue ",1.955,"W",309.113,4.79,5.322,1.968,11.292,600.3843079,1.958609054,9.629870968,1,71.7555555555556,32.084515916812,1.41926071030265,0,48,0.549610182797086,33,0.401989335183312
"88",3,6,1,1,4,114,"Project Kansas was the name for the top secret 1985 attempt to revamp what product?","Coca-Cola",36.539,"W",322.378,4.086,4.621,36.557,45.179,600.3843079,3.535383254,9.629870968,1,59.4594594594595,34.5788909553169,-0.242549542582778,0,48,0.549610182797086,33,0.401989335183312
"89",3,602,1,1,4,116,"What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ","Tuxedo Club ",2.949,"W",379.057,5.91,6.441,2.969,13.41,600.3843079,3.063566584,9.629870968,1,61.265306122449,31.806560847177,0.00150958612293127,0,48,0.549610182797086,33,0.401989335183312
"90",3,697,1,1,4,117,"What animal is combined with a serpent to make the mythical creature the Cockatrice? ","Rooster",1.153,"W",395.558,4.225,4.756,1.168,9.925,600.3843079,2.795459797,9.629870968,1,62.6341463414634,33.0671711048594,0.186507547487456,0,48,0.549610182797086,33,0.401989335183312
"91",3,898,1,1,4,118,"Which U.S. president declared the first national ""Mother's Day""?  ","Woodrow Wilson ",26.031,"W",408.323,2.277,2.802,26.046,32.849,600.3843079,2.244986259,9.629870968,1,57.8461538461538,33.7097037891859,-0.460586860140847,0,48,0.549610182797086,33,0.401989335183312
"92",3,887,1,1,4,121,"Which person has been awarded the most Oscars ever? ","Walt Disney",34.899,"W",464.718,1.97,2.502,34.906,41.41,600.3843079,3.491749718,9.629870968,1,62.3720930232558,31.8994127844251,0.151091193581577,0,48,0.549610182797086,33,0.401989335183312
"93",3,464,1,1,4,122,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ","Zinfindel",10.294,"S",509.651,3.741,4.272,1.613,6.39,600.3843079,1.222308633,9.629870968,NA,51.3255813953488,30.8573684418152,-1.3418384434682,1,48,0.549610182797086,33,0.401989335183312
"94",3,969,1,1,4,124,"Who was the only U.S. president to also hold a patent for an invention?","Abraham Lincoln",2.056,"W",525.535,3.409,3.938,2.069,10.008,600.3843079,3.66229882,9.629870968,0,64.7179487179487,31.6002570925157,0.468132229595279,0,48,0.549610182797086,33,0.401989335183312
"95",3,742,1,1,4,127,"What was the game of Scrabble originally called? ","Criss-Cross ",14.102,"W",555.935,2.544,3.07,14.115,21.186,600.3843079,3.73553321,9.629870968,1,72.0526315789474,28.1126569248463,1.45941036249313,0,48,0.549610182797086,33,0.401989335183312
